Razón Social,Estado,Municipio,Domicilio,Colonia,C.P.,Teléfono,E-mail,tipo_hospedaje,id_propietario,destino_id
HOLIDAY INN VERACRUZ,Veracruz de Ignacio de la Llave,Boca del Río,Avenida J. MA. MORELOS 225 int -,Colonia CENTRO,91700,2299232050,RZAMUDIO@HINNVER.COM.MX,Hotel,1139,38
HOTEL INTI,Veracruz de Ignacio de la Llave,Boca del Río,Boulevard MIGUEL ALEMÁN 5555 int -,Colonia LOS DELFINES,91293,2291618881,HOTELINTI01@GMAIL.COM,Hotel,1140,90
JAR8 BULE,Veracruz de Ignacio de la Llave,Boca del Río,Boulevard AVILA CAMACHO 453 int -,Colonia COSTA DE ORO,94294,2299370095,hoteljar8bule@gmail.com,Hotel,1141,17
HOTEL LOIS,Veracruz de Ignacio de la Llave,Boca del Río,Boulevard ADOLFO RUIZ CORTINES 10 int -,Fraccionamiento COSTA VERDE,94294,2299378290,HOTELLOISVERACRUZ@GRUPOLOIS.COM,Hotel,1142,82
HOLIDAY INN BOCA DEL RIO,Veracruz de Ignacio de la Llave,Boca del Río,Boulevard ADOLFO RUIZ CORTINEZ 4298 int -,Fraccionamiento COSTA DE ORO SEGUNDA SECCION,94299,2299232050,rzamudio@hnnver.com.mx,Hotel,1143,112
SUITES INVERNADERO HOTEL,Veracruz de Ignacio de la Llave,Boca del Río,Calle INVERNADERO 283 int -,Fraccionamiento JARDINES DE VIRGINIA,94294,2299229126,suitesinvernaderohotel@hotmail.com,Hotel,1144,97
CATALINA ESMERALDA GODOY CHIDA,Veracruz de Ignacio de la Llave,Coatepec,Calle 16 DE SEPTIEMBRE 26 int N/T,Colonia CENTRO,91500,2288165456,posadasonjeronimo@gmail.com,Hotel,1145,63
HOTEL OLIDEN,Veracruz de Ignacio de la Llave,Coatzacoalcos,Avenida MIGUEL HIDALGO 100 int NA,Colonia CENTRO,96400,9212120067,olidenctz@yahoo.com.mx,Hotel,1146,14
HOTEL ROUS GAUD,Veracruz de Ignacio de la Llave,Córdoba,Avenida 3 902 int SN,Colonia CENTRO,94500,2717123500,rosgaud@outlook.com,Hotel,1147,112
HOTEL LAYFER,Veracruz de Ignacio de la Llave,Córdoba,Avenida 5 908 int SIN NUMERO,Colonia CENTRO,94500,2717140505,hotellayfer@gmail.com,Hotel,1148,2
HOTEL BELLO DE CORDOBA,Veracruz de Ignacio de la Llave,Córdoba,Avenida 2 319 int SN,Colonia CENTRO,94500,2717128715,ventashotelbellocordoba@live.com.mx,Hotel,1149,74
HOTEL SAN LUIS,Veracruz de Ignacio de la Llave,Córdoba,Avenida 3 SN int SN,Colonia CENTRO,94910,2787320871,lucygarsol4@gmail.com,Hotel,1150,37
SUITES LAYFER,Veracruz de Ignacio de la Llave,Córdoba,Calle 5 2306 int SIN NUMERO,Colonia ALAMEDA,94580,2717173200,reservacioneslayfer@hotmail.com,Hotel,1151,61
HOTEL HB,Veracruz de Ignacio de la Llave,Córdoba,Calle 8 1315 int NO APLICA,Fraccionamiento BELLAVISTA,94580,2717142800,hbcordoba@hotmail.com,Hotel,1152,62
LAYFER EXPRESS,Veracruz de Ignacio de la Llave,Córdoba,Carretera AUTOPISTA FORTIN CORDOBA KM 290 SN int SIN NUMERO,Fraccionamiento LAS QUINTAS,94543,2714051500,layferexpress@gmail.com,Hotel,1153,57
VILLAS LAYFER AUTOPISTA,Veracruz de Ignacio de la Llave,Córdoba,Carretera AUTOPISTA CORDOBA FORTIN KM 291+000 SN int SIN NUMERO,Colonia NINGUNO,94570,2717160950,villaslayfer@gmail.com,Hotel,1154,44
HOTEL,Veracruz de Ignacio de la Llave,Emiliano Zapata,Andador JUSTO SIERRA 3 int N/T,Barrio EL CHICO,91637,2288163497,,Hotel,1155,24
OPERADORA RODIVALO,Veracruz de Ignacio de la Llave,Emiliano Zapata,Calle LOMAS DE PROVIDENCIA S/N int N/T,Ampliación LAS TRANCAS,91637,,,Hotel,1156,7
GRUPO FAIX A EN P CONTRATO NUMERO 1 A EN P,Veracruz de Ignacio de la Llave,Emiliano Zapata,Calle AZUCENA 2 int N/T,Ampliación EL LENCERO,91640,,osantamaria69@hotmail.com,Hotel,1157,33
ALICIA GARCIA ZURITA,Veracruz de Ignacio de la Llave,Emiliano Zapata,Carretera CARRET FED KM 13 -- int --,Colonia EL ANIMO,91630,2288200183,,Hotel,1158,111
HOTEL POSADA LOMA,Veracruz de Ignacio de la Llave,Fortín,Carretera CARRETERA NACIONAL KM. 333 150 int SN,Colonia FORTIN DE LAS FLORES CENTRO,94470,2717130658,posadaloma@gmail.com,Hotel,1159,62
HOTEL SIESTA,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Boulevard FERNANDO GUTIERREZ BARRIOS 46 int NA,Colonia ESCAMELA,94450,2721474995,HOTELSIESTA@HOTMAIL.COM,Hotel,1160,15
AUTOHOTEL,Veracruz de Ignacio de la Llave,Xalapa,Ampliación CARRETERA COATEPEC-XALAPA KM 3 int N/T,Aereopuerto ADALBERTO TEJEDA,91070,*****8475986,,Hotel,1161,106
AUTO HOTEL SOY Y LUNA,Veracruz de Ignacio de la Llave,Xalapa,"Ampliación AV, ENRIQUE C. REBASAMEN 238 int N/T",Aereopuerto ISLETA,91090,*****8176958,,Hotel,1162,9
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Ampliación DELFINO VALENZUELA 3 int N/T,Aereopuerto RAFAEL LUCIO,91110,2218495314,,Hotel,1163,52
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Andador BENITO QUIJANO 10 int ***,Barrio MARCO ANTONIO MUÑOZ,91060,2288124325,HVILLAMARGARITASCAXA2@HOTMAIL.COM,Hotel,1164,63
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Andador DR. LUCIO 142 int **,Barrio XALAPA ENRIQUEZ CENTRO,91000,2288186100,**,Hotel,1165,10
HOTEL SALMONES SA DE CV,Veracruz de Ignacio de la Llave,Xalapa,Andador ZARAGOZA 24 int N/T,Sector JALAPA DE ENRIQUEZ CENTRO,91000,2288175431,,Hotel,1166,74
B G HOTELERIA S.A DE C.V.,Veracruz de Ignacio de la Llave,Xalapa,Avenida 20 DE NOVIEMBRE OTE 522 int N/T,Colonia TATAHUICAPAN,91060,2288182000,,Hotel,1167,81
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Avenida REVOLUCION 8 int N/T,Ciudad JALAPA DE ENRIQUEZ CENTRO,91000,2288172204,,Hotel,1168,88
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Avenida LAZARO CARDENAS 9 int S/N,Fraccionamiento PEDREGAL DE LAS ANIMAS,91190,2288141120,,Hotel,1169,7
HOTEL PARAISO,Veracruz de Ignacio de la Llave,Xalapa,Avenida REBSAMEN 238 int ---,Colonia MARTIRES DE CHICAGO,91090,2288162014,,Hotel,1170,20
HOTEL HOWARD JOHNSON,Veracruz de Ignacio de la Llave,Xalapa,Avenida AV. AVILA CAMACHO 60 int ***,Colonia XALAPA ENRIQUEZ CENTRO,91000,2288182020,,Hotel,1171,20
HOTELERA DE XALAPA,Veracruz de Ignacio de la Llave,Xalapa,Avenida LAZARO CARDENAS 9 int N/T,Fraccionamiento LAS ANIMAS,91190,2288141120,,Hotel,1172,104
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Avenida AV. RUIZ CORTINEZ 1205 int N/T,Ciudad XALAPA ENRIQUEZ,91020,2288401762,,Hotel,1173,73
HOTEL ASTRO INN,Veracruz de Ignacio de la Llave,Xalapa,Avenida 20 DE NOVIEMBRE 558 int N/T,Colonia ALVARO OBREGON,91060,2286883295,,Hotel,1174,39
HOTEL CLARA LUNA,Veracruz de Ignacio de la Llave,Xalapa,Avenida AVILA CAMACHO 42 int ALTOS,Ciudad XALAPA ENRIQUEZ CENTRO,91000,2281678000,admonclaralunahotel@autlook.es,Hotel,1175,11
BG HOTELERIA S.A DE C.V,Veracruz de Ignacio de la Llave,Xalapa,Avenida 20 DE NOVIEMBE 455 int N/T,Ciudad XALAPA,91040,2288182020,bgcontabilidad@hotmail.com,Hotel,1176,32
JAVIER IZAGUIRRE MARTINEZ,Veracruz de Ignacio de la Llave,Xalapa,Avenida MIGUEL HIDALGO 123 int N/T,Ampliación XICO,91240,,,Hotel,1177,16
BG HOTELERIA,Veracruz de Ignacio de la Llave,Xalapa,Avenida 20 DE NOVIEMBRE OTE 455 int N/T,Colonia MODELO,91040,2288182000,,Hotel,1178,72
HOTELERIA DE XALAPA,Veracruz de Ignacio de la Llave,Xalapa,Avenida LAZARO CARDENAS 9 int N/T,Ciudad XALAPA ENRIQUEZ,91190,2281411200,CONTABILIDAD.HB@HOTMAIL.COM,Hotel,1179,98
JOSE GARRIDO CARAMES,Veracruz de Ignacio de la Llave,Xalapa,Avenida LAZARO CARDENAS 3314 int N/T,Ciudad XALAPA ENRIQUEZ,91190,,,Hotel,1180,54
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Boulevard PORFIRIO DIAZ 101 int N/T,Colonia FUENTES DE LAS ANIMAS,91190,2281416242,,Hotel,1181,78
FIFEICOMISO F-1596,Veracruz de Ignacio de la Llave,Xalapa,Boulevard CRISTOBAL COLON 26 int N/T,Ciudad XALAPA,91190,2281411800,,Hotel,1182,77
OPERADORA DE HOTELES XALAPA CHACHALACAS,Veracruz de Ignacio de la Llave,Xalapa,Calle VICTORIA 163 int N/T,Ciudad XALAPA ENRIQUEZ,91000,2281400915,,Hotel,1183,102
POSADA DEL CAFETE,Veracruz de Ignacio de la Llave,Xalapa,Calle CANOVAS 8 int N/T,Colonia Centro,91000,2288170023,,Hotel,1184,80
HOTEL MEXICO,Veracruz de Ignacio de la Llave,Xalapa,Calle DOCTOR RAFAEL LUCIO 4 int N/T,Ciudad XALAPA,91000,,cortmgi@hotmail.com,Hotel,1185,29
HOTEL LIMON,Veracruz de Ignacio de la Llave,Xalapa,Calle ENRIQUEZ 6 int N/T,Ciudad XALAPA,91000,2888145869,,Hotel,1186,100
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle FERNANDO MERCADO 14 int ****,Aereopuerto ENCINAL,91180,2288406903,*****,Hotel,1187,67
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle ALLENDE 6 int N/T,Colonia Centro,91000,2288187480,restaurantelacandela@hotmail.com,Hotel,1188,49
GRUPO HOTELERO VILLA LAS MARGARITAS,Veracruz de Ignacio de la Llave,Xalapa,Calle DOCTOR RAFAEL LUCIO 186 int N/T,Ciudad XALAPA ENRIQUEZ,91000,2288400886,,Hotel,1189,58
GRUPO HOTELERO VILLA LAS MARGARITA,Veracruz de Ignacio de la Llave,Xalapa,Calle BENITO QUIJANO 10 int N/T,Ciudad XALAPA ENRIQUEZ,91060,2288124325,,Hotel,1190,57
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle AV. RUIZ CORTINEZ 1205 int S/N,Colonia OBRERO CAMPESINA,91020,2288400474,,Hotel,1191,39
GRUPO HOTELERO VILLA LAS MARGARITAS,Veracruz de Ignacio de la Llave,Xalapa,Calle DR. RAFAEL LUCIO 186 int N/T,Ciudad XALAPA ENRIQUEZ,91000,2288150611,,Hotel,1192,111
MARCOS MOREIRA PORTELA,Veracruz de Ignacio de la Llave,Xalapa,Calle URSULO GALVAN 89 int N/T,Ciudad XALAPA ENRIQUEZ,91000,2288186333,,Hotel,1193,76
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle LAZARO CARDENAS 738 int ****,Barrio FERROCARRILERA,91120,2288174859,,Hotel,1194,55
HOTEL CON SERVICIO DE RETAURANTE,Veracruz de Ignacio de la Llave,Xalapa,Calle RAFAEL MURILLO VIDAL 56 int N/T,Colonia FRACC. ENSUEÑO,91060,2288178438,grupopanomaofji@gmail.com,Hotel,1195,40
HOTEL POSADA DEL PARQUE,Veracruz de Ignacio de la Llave,Xalapa,Calle MIGUEL PALACIOS 7 int N/T,Colonia CENTRO,91000,2288177444,,Hotel,1196,73
HOTEL MARIA VICTORIA,Veracruz de Ignacio de la Llave,Xalapa,Calle ZARAGOZA 6 int S/N,Colonia JALAPA ENRIQUEZ CENTRO,91000,2288186011,,Hotel,1197,80
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle RIVERA DEL RIO 28 int ****,Barrio LA JUNGLA,93620,2281724155,*****,Hotel,1198,8
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle GUTIERREZ ZAMORA 80 int N/T,Colonia CENTRO,91000,2288181866,,Hotel,1199,79
FERRAMAT,Veracruz de Ignacio de la Llave,Xalapa,Calle MANUELA AVILA CAMACHO 42 int N/T,Colonia JALAPA ENRIQUEZ CENTRO,91000,2281167800,,Hotel,1200,95
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle LEOPOLDO KIEL 112 int *****,Barrio RAFAEL LUCIO,91110,2288174859,***,Hotel,1201,13
HOSPEDAJE Y ALIMENTOS AXIAM,Veracruz de Ignacio de la Llave,Xalapa,Calle DR. LUCIO 142 int N/T,Colonia CENTRO,91000,2288186100,hposadadelvirrey@gmail.com,Hotel,1202,98
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Calle AVILA CAMACHO 60 int --,Colonia JALAPA ENRIQUEZ CENTRO,91000,2288182020,,Hotel,1203,27
JOSE MANUEL MORENA PORTELA,Veracruz de Ignacio de la Llave,Xalapa,Privada ANTONIO CHEDRAUI 5 int N/T,Ciudad XALAPA,91180,,,Hotel,1204,81
HOTEL,Veracruz de Ignacio de la Llave,Xalapa,Privada ANTONIO CHEDRAHUI CARAM 7 Y 9 int S/N,Colonia ENCINAL,91180,2288150611,,Hotel,1205,28
GRUPO HOTELERO VILLA LAS MARGARITAS S.A DE C.V,Veracruz de Ignacio de la Llave,Xalapa,Privada ANTONIO CHEDRAUI CARAM 7-9 int N/T,Colonia ENCINAL,91180,2288405515,,Hotel,1206,34
AUTO HOTEL DELUXE,Veracruz de Ignacio de la Llave,Xalapa,Carretera FEDERAL XALAPA VERACRUZ KM 7.5 . int .,Aereopuerto LENCERO,91036,,,Hotel,1207,85
HOTEL HACIENDA PROM,Veracruz de Ignacio de la Llave,Xalapa,Carretera MISANTLA-XALAPA KM 1.700 S/N int N/T,Ampliación MISANTLA,93820,2353230909,,Hotel,1208,11
ALEJANDRO MORALES GOMEZ,Veracruz de Ignacio de la Llave,Xico,Calle HIDALGO 82 int N/T,Pueblo XICO,91240,2288131476,,Hotel,1209,21
HOTELES,Veracruz de Ignacio de la Llave,Xico,Calle MELCHOR OCAMPO 83 int ****,Barrio EMILIANO ZAPATA,91240,2288174859,****,Hotel,1210,31
HOTEL,Veracruz de Ignacio de la Llave,Xico,Calle LERDO DE TEJADA 101 int *****,Barrio EL CHAMIZAL,93980,282174859,*****,Hotel,1211,23
HOTEL NACIONAL,Veracruz de Ignacio de la Llave,Minatitlán,Avenida MIGUEL HIDALGO 16 int --,Colonia CENTRO,96700,9222237639,hnacmina@gmail.com,Hotel,1212,71
HOTEL EVA MARIA NICOLAS JIMENEZ VICTORIANO,Veracruz de Ignacio de la Llave,Minatitlán,Calle JUAREZ 24 int --,Colonia CENTRO,96700,9222230968,JURINICOL@HOTMAIL.COM,Hotel,1213,10
ALBERTO PABLO ADAD LAVALLE,Veracruz de Ignacio de la Llave,Misantla,Avenida 5 DE MAYO 202 int N/T,Ampliación MISANTLA,93821,,,Hotel,1214,21
HOTEL MOTEL DOLCE VITA,Veracruz de Ignacio de la Llave,Orizaba,Prolongación DE NORTE 10 399 int NA,Colonia ABELARDO L. RODRIGUEZ,94310,2727214056,moteldulcevita@gmail.com,Hotel,1215,1
HOTEL PULIDO,Veracruz de Ignacio de la Llave,Papantla,Calle ENRIQUEZ 205 int SN,Ciudad PAPANTLA,93400,7848420036,,Hotel,1216,53
HOTEL CASA BLANCA,Veracruz de Ignacio de la Llave,Papantla,Calle BENITO JUAREZ SN int SN,Ciudad PAPANTLA,93400,7848420681,,Hotel,1217,58
HOTEL FAROLITO,Veracruz de Ignacio de la Llave,Papantla,Calle GONZALEZ ORTEGA 304 int SN,Ciudad PAPANTLA,93400,7848426513,,Hotel,1218,89
HOTEL TAJIN,Veracruz de Ignacio de la Llave,Papantla,Calle JOSE DE JESUS NUÑEZ Y DOMINGUEZ 104 int SN,Ciudad PAPANTLA,93400,7848420266,hoteltajinpapantla@gmail.com,Hotel,1219,77
HOTEL,Veracruz de Ignacio de la Llave,Perote,Calle HUMBOLT SUR 23 int S/N,Colonia LOS PESCADOS,91270,2288125698,,Hotel,1220,61
HOTEL,Veracruz de Ignacio de la Llave,Perote,Calle HUMBOLDT SUR 39 int ****,Barrio PEROTE,91270,227174859,---,Hotel,1221,38
HOTEL EL AVION,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Avenida CONSTITUCION 305 int -,Colonia TAJIN,93330,,,Hotel,1222,5
HOTEL PARÍS EXPRES,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Avenida Ruiz Cortines - int S/N,Colonia CAZONES,93320,,,Hotel,1223,30
HOTEL EL AVION,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Avenida PUEBLA S/N int S/N,Colonia PALMA SOLA,93320,7828220363,,Hotel,1224,37
HOTEL ROSSY,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Calle Prolongación 20 de noviembre 51 int -,Colonia obrera,93260,,,Hotel,1225,91
HOTEL POSADA DE LOS ANGELES,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Calle SIMON BOLIVAR 204 int -,Colonia FLORES MAGON,93340,,,Hotel,1226,37
AUTOHOTEL VENEZIA,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Prolongación AV. PUEBLA 906 int -,Colonia PALMA SOLA,93320,,,Hotel,1227,90
MOTEL SECRET,Veracruz de Ignacio de la Llave,Rafael Delgado,Calle VENUSTIANO CARRANZA 0 int NA,Colonia JALAPILLA,94410,2721804026,NELSON_BOTE@GMAIL.COM,Hotel,1228,111
HOTEL JARDIN,Veracruz de Ignacio de la Llave,Rafael Delgado,Calzada SAN JOSE 36 int NA,Ejido JALAPILLA,94410,2727243658,HOTELJARDIN@HOTMAIL.COM,Hotel,1229,59
HOTEL DE LA HUERTA,Veracruz de Ignacio de la Llave,Soledad de Doblado,Calle IGNACIO LOPEZ RAYON 408 int -,Colonia LOS PINOS,94240,2859720208,,Hotel,1230,10
PAULA JUAREZ DESCHAMS,Veracruz de Ignacio de la Llave,Tempoal,Carretera NACIONAL TUXPAN-TAMPICO 1 int 0,Colonia EL ALTO,92061,7898941351,erikacruzhad.d@hotmail.com,Hotel,1231,88
JULIO RAFAEL FLORES DOMINGUEZ,Veracruz de Ignacio de la Llave,Teocelo,Calle ACUÑA 103 int ****,Barrio SANTA CLARA,93820,2288185849,*****,Hotel,1232,30
HOTEL MARSELLA,Veracruz de Ignacio de la Llave,Tierra Blanca,Avenida MORELOS 1300 int N/A,Colonia HOJA DEL MAIZ,95110,2747431032,,Hotel,1233,34
HOTEL QUINTA PAQUITA,Veracruz de Ignacio de la Llave,Ursulo Galván,Calle DR. CARLOS SAINT DE LA PEÑA 33 int SN,Colonia CENTRO,91666,2969626032,,Hotel,1234,101
HOTEL XALAPA,Veracruz de Ignacio de la Llave,Veracruz,Avenida MIGUEL ANGEL DE QUEVEDO 6009 int -,Colonia PASCUAL ORTIZ RUBIO,91750,2295223958,HOTELXALAPA@HOTMAIL.COM,Hotel,1235,102
HOTEL ROSA MAR,Veracruz de Ignacio de la Llave,Veracruz,Avenida LA FRAGUA 1100 int -,Colonia IGNACIO ZARAGOZA,91910,2299370747,hotel_rosamar@yahoo.com.mx,Hotel,1236,81
HOTEL PARAISO EXPRESS,Veracruz de Ignacio de la Llave,Veracruz,Avenida MIGUEL ÁNGEL DE QUEVEDO 6205 int -,Colonia PASCUAL ORTIZ RUBIO,91750,2291002749,hotelxalapa@hotmail.com,Hotel,1237,76
HOTEL RIPOLL,Veracruz de Ignacio de la Llave,Veracruz,Avenida HERNANDEZ Y HERNANDEZ 571 int -,Fraccionamiento FAROS,91709,2299329668,LUPITABESARES@LIVE.COM.MX,Hotel,1238,85
HOTEL SAN ANGEL,Veracruz de Ignacio de la Llave,Veracruz,Avenida RICARDO FLORES MAGON 851 int -,Colonia IGNACIO ZARAGOZA,91910,2299310201,CONTRALORIA_HSA@HOTMAIL.COM,Hotel,1239,103
HOTEL MARIA ISABEL PLAZA,Veracruz de Ignacio de la Llave,Veracruz,Avenida NICOLÁS BRAVO 1110 int NA,Colonia CENTRO,91700,2292913913,arqmonse@outlook.com,Hotel,1240,26
HOTEL CAMPOAMOR,Veracruz de Ignacio de la Llave,Veracruz,Avenida URSULO GALVAN 341 int N/A,Colonia CENTRO,91700,2299324530,CAMPOAHOTEL@GMAIL.COM,Hotel,1241,55
HOTEL DORADO,Veracruz de Ignacio de la Llave,Veracruz,Avenida XICOTENCATL 1017 int -,Colonia RICARDO FLORES MAGON,91900,2291726254,hoteldorado3b@gmail.com,Hotel,1242,15
HOTEL EL FARO,Veracruz de Ignacio de la Llave,Veracruz,Avenida 16 DE SEPTIEMBRE 223 int -,Colonia EL FARO,91900,2299316538,hotelelfaro3b@gmail.com,Hotel,1243,70
HOTEL ATLANTICO,Veracruz de Ignacio de la Llave,Veracruz,Avenida RICARDO FLORES MAGON 1711 int --,Colonia IGNACIO ZARAGOZA,91910,2299359857,hotelelatlanticob3b@gmail.com,Hotel,1244,29
AUTO HOTEL FLORIDA,Veracruz de Ignacio de la Llave,Veracruz,Avenida J.B. LOBOS LOTE 13 int -,Colonia LAS BAJADAS,91726,2293762247,NUEVAFLORIDA819@GMAIL.COM,Hotel,1245,83
HOTEL CAPRI PLAYA,Veracruz de Ignacio de la Llave,Veracruz,Avenida XICOTENCATL 938 int -,Colonia RICARDO FLORES MAGON,91900,2295915904,,Hotel,1246,20
HOTEL SAN AGUSTIN,Veracruz de Ignacio de la Llave,Veracruz,Calle ICAZO 39 int -,Colonia FORMANDO HOGAR,91897,2299341986,hotelsanagustinver1@hotmail.com,Hotel,1247,35
HOTEL ANGELES SUITES,Veracruz de Ignacio de la Llave,Veracruz,Calle 1° DE MAYO 881 int -,Colonia RICARDO FLORES MAGON,91900,2299315555,,Hotel,1248,106
HOTEL JAR8,Veracruz de Ignacio de la Llave,Veracruz,Calle JUAN ENRIQUEZ 128 int -,Colonia RICARDO FLORES MAGON,91900,2295894404,HOTELJAR8VERACRUZ@GMAIL.COM,Hotel,1249,19
HOTEL ABASOLO,Veracruz de Ignacio de la Llave,Veracruz,Calle MARIANO ABASOLO 987 int N/A,Colonia VERACRUZ CENTRO,91700,2299324327,GERENCIA@HOTELABASOLO.COM,Hotel,1250,10
HOTEL COSTA ESMERALDA,Veracruz de Ignacio de la Llave,Veracruz,Calle MARIANO ABASOLO 536 int -,Colonia RICARDO FLORES MAGÓN,91900,2299314149,rosauraesneralda@prodigy.net.mx,Hotel,1251,8
HOTEL AVENIDA,Veracruz de Ignacio de la Llave,Veracruz,Calle VIRGILIO URIBE 1300 int -,Colonia CENTRO,91700,2299324492,gerencia@hotelavenidaver.com,Hotel,1252,22
HOTEL BLANCO,Veracruz de Ignacio de la Llave,Veracruz,Callejón TENOYA 37 int N/A,Colonia CENTRO,91700,2299325074,FACTURACION.HOTELBLANCO@GMAIL.COM,Hotel,1253,102
HOTEL GLOBAL EXPRESS,Veracruz de Ignacio de la Llave,Veracruz,Carretera VERACRUZ-XALAPA KM11 S/N int -,Colonia CAMPESTRE,91697,2292010900,HOTELGEVER@HOTMAIL.COM,Hotel,1254,40
HOTEL PASO DEL TORO,Veracruz de Ignacio de la Llave,Veracruz,Carretera Veracruz-Cordoba - int -,Pueblo PASO DEL TORO (LA Y GRIEGA),94277,2291547854,gasodop.etanofuel@gmail.com,Hotel,1255,77
HOTEL PALNERA SUITES,Veracruz de Ignacio de la Llave,Veracruz,Carretera VERACRUZ-XALAPA 9000 int -,Colonia VALENTE DÍAZ,91725,2299208872,buzon@hotelpalmera.com.mx,Hotel,1256,96
HOTEL MINERVA,Veracruz de Ignacio de la Llave,Veracruz,Carretera VERACRUZ-XALAPA KM. 10.5 int -,Colonia TEJERIA,91697,2299812830,hoteleraorver@gmail.com,Hotel,1257,106
HOTEL ANGELUS,Veracruz de Ignacio de la Llave,Veracruz,Carretera Santa Fe - San Julian Km 4 int -,Colonia LOCALIDAD SANTA FE (EL SAUCILLO),91690,2292108111,hotelangeles01@gmail.com,Hotel,1258,73
HOTEL SPRING CANCUN,Yucatán,Kanasín,Calle CARRETERA MERIDA- CANCUN SN int N/A,Colonia SAN PEDRO NOH PAT,97370,9991910511,spring.cancun.yuc@hotmail.com,Hotel,1259,37
.,Yucatán,Mérida,Avenida GARCÍA LAVIN 298 int .,Colonia MONTEBELLO,97113,,carlos.maas@caminoreal.com,Hotel,1260,57
FIESTA AMERICANA MERIDA,Yucatán,Mérida,Calle 56 A 451 int NA,Colonia CENTRO,97000,,,Hotel,1261,16
HOLIDAY INN AND SUITES MÉRIDA LA ISLA,Yucatán,Mérida,Calle 32 . int .,Colonia SAN RAMON NORTE,97117,,benjamin.martinez001@aimbridge.com,Hotel,1262,60
HOSTAL CASA GARZA,Yucatán,Mérida,Calle 66 524 int N/A,Ciudad CENTRO,97000,9381285616,agarzataylor95@hotmail.com,Hotel,1263,89
CORPORATIVO GASTRONOMICO CAMPEL,Yucatán,Mérida,Calle 70 865 int 101,Puerto PROGRESO,97320,,gerencia@hotelscappata.com,Hotel,1264,39
HOTEL PIEDRA DE AGUA,Yucatán,Mérida,Calle 60 498 int .,Colonia CENTRO,97000,,admon@rega.com.mx,Hotel,1265,90
HOTEL DEL PEREGRINO,Yucatán,Mérida,Calle 51 488 int N/A,Colonia CENTRO,97000,9999873710,info@hotdelperegrino.com,Hotel,1266,52
TORREY,Yucatán,Mérida,Calle 56 A 499 int NINGUNA,Colonia CENTRO,97000,9999311049,facturacion@horeca.com.mx,Hotel,1267,35
HOTEL FLOR DE MAYO,Yucatán,Mérida,Calle CENTRO 54 int NA,Colonia CENTRO,97000,9992143080,,Hotel,1268,65
HOTEL POSADA MAYA CENTRO,Yucatán,Mérida,Calle 81 A 841 int .,Colonia CENTRO,97000,9999462050,hotelposadamayamerida@gmail.com,Hotel,1269,70
HOTEL EL CAMINANTE,Yucatán,Mérida,Calle 64 539 int N/A,Colonia CENTRO,97000,9999236730,,Hotel,1270,64
KUXTAL HOTELERIA,Yucatán,Mérida,Calle 59 541 int N/A,Colonia CENTRO,97000,,ximacosta_psico@hotmail.com,Hotel,1271,57
CASA LECANDA,Yucatán,Mérida,Calle 47 471 int N/A,Colonia CENTRO,97000,9999280111,info@casalecanda.com,Hotel,1272,11
INDUSTRIAS CARRERA SOLUCIONES GASTRONÓMICOS,Yucatán,Mérida,Calle 66 790-A int NINGUNA,Colonia MELITON SALAZAR,97269,9999842176,administracion@pmcarrera.com.mx,Hotel,1273,77
HOTEL NH,Yucatán,Mérida,Calle 60 346 int N/A,Colonia CENTRO MERIDA,97000,9999640400,fj.rivera@nh-hotels.com,Hotel,1274,6
HOTEL LAS CRUCES,Yucatán,Mérida,Calle 60 338 int N/A,Colonia ALCALA MARTIN,97050,9999255521,hotelesmerida@gmail.com,Hotel,1275,56
SUITES DEL SOL,Yucatán,Mérida,Calle 58 405 int N/A,Ciudad CENTRO,97000,9992311199,suitesdelsolmerida@gmail.com,Hotel,1276,95
HOTEL MERIDA RESORT MAYA,Yucatán,Mérida,Calle 63 550 int N/A,Ciudad CENTRO,97000,9999300390,CONTABILIDAD@HOTELMARIADELCARMEN.COM.MX,Hotel,1277,42
